empty
empty
empty
--KxycEjQtU, 60.000, 70.000, "/m/09x0r,/t/dd00128"
--Ky3tQ_gwA, 30.000, 40.000, "/m/04rlf"
--L22BmDI6E, 12.000, 22.000, "/m/068hy,/m/07r_k2n,/m/0bt9lr,/m/0jbk,/t/dd00136"
--L3BCCcGEw, 400.000, 410.000, "/m/028ght,/m/09x0r"
--L3oGkoXsw, 30.000, 40.000, "/m/04rlf"
--L9-DQKtlk, 250.000, 260.000, "/m/02jz0l,/m/09x0r,/t/dd00125"
--L9NbP4a3s, 30.000, 40.000, "/m/09x0r,/t/dd00125"
--LGPn-g2R4, 30.000, 40.000, "/m/04rlf,/m/0c1dj"
--LGvpWGBAI, 30.000, 40.000, "/m/04rlf,/m/053hz1,/t/dd00127"
--LM_U_fw-M, 460.000, 470.000, "/m/09x0r,/t/dd00125"
--LXwp-DBVk, 23.000, 33.000, "/m/09x0r"
--LaP9zI8cM, 30.000, 40.000, "/m/09x0r"
--Lj4Y_96f0, 120.000, 130.000, "/m/01h3n,/m/03vt0,/m/0h2mp"
--LkXZZ-p4o, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--LmzOfBEVw, 30.000, 40.000, "/m/09x0r"
--Lrcc_RhSo, 30.000, 40.000, "/m/09x0r"
--Lt_mcRw0o, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--LxRKErLk8, 30.000, 40.000, "/m/03r5q_,/m/04rlf"
--MLNYqE2ec, 30.000, 40.000, "/m/04rlf,/m/064t9"
--MN_SkTPU4, 30.000, 40.000, "/m/09x0r"
--MTT7hiVV0, 60.000, 70.000, "/m/01b9nn,/m/02rr_,/m/04rlf"
--MYLLCSfp8, 30.000, 40.000, "/m/0140xf,/m/04rlf"
--MkW8yVGWw, 10.000, 20.000, "/m/09x0r,/t/dd00125"
--Mq4J9p1Oc, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--Mup7eKarc, 150.000, 160.000, "/m/0838f,/m/09x0r"
--N8FRi53mw, 30.000, 40.000, "/m/04rlf"
--N8Xc-3C3k, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--N8lbFywRg, 2.000, 12.000, "/m/0j6m2"
--NBn30XJhY, 30.000, 40.000, "/m/04rlf"
--NDLv9k8PY, 30.000, 40.000, "/m/0dwsp,/m/0dwtp,/m/0j45pbj"
--NHxdJ10zY, 340.000, 350.000, "/m/0d8_n"
--NI9FdGsGQ, 30.000, 40.000, "/m/04rlf,/m/07xzm,/t/dd00125"
--NT32haxPs, 30.000, 40.000, "/m/09x0r"
--NVTlZnl00, 30.000, 40.000, "/m/07yv9,/t/dd00129"
--NaU0NNGXc, 30.000, 40.000, "/m/04rlf"
--NbwlHnJKM, 30.000, 40.000, "/m/04rlf"
--Nk4m6mvHc, 30.000, 40.000, "/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw"
--NoarVrfZM, 220.000, 230.000, "/m/09x0r"
--Nr36FHQWg, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--NsnWVZiWk, 7.000, 17.000, "/m/09x0r"
--Nu0Zp5uSA, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
--O0qcg1IRk, 0.000, 10.000, "/m/04rlf"
--O9T7pcMdw, 30.000, 40.000, "/m/04rlf"
--OBFOUWZi0, 90.000, 100.000, "/m/0838f"
--OE-FLzm80, 0.000, 10.000, "/m/09x0r"
--OIMkPHZ_s, 30.000, 40.000, "/m/09x0r,/m/0jbk"
--OJNjnbHaA, 30.000, 40.000, "/m/09x0r,/t/dd00126"
--OMDPXfO6o, 9.000, 19.000, "/m/04rlf,/m/09x0r,/m/0c3f7m"
--OPJi3NNQY, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--OQsKVsbGQ, 30.000, 40.000, "/m/09x0r"
--OSUDGoH1o, 100.000, 110.000, "/m/09x0r"
--OTSF_j7gc, 30.000, 40.000, "/m/09x0r"
--OVXP9f6qM, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--OWKKCOydU, 30.000, 40.000, "/m/04rlf,/m/07gxw"
--OWy19KnMI, 70.000, 80.000, "/m/03l9g"
--O_MR9hHRQ, 30.000, 40.000, "/m/09x0r"
--ObUzfleDA, 30.000, 40.000, "/m/04rlf"
--OewGtwfTs, 30.000, 40.000, "/m/04rlf,/m/07qn4z3,/m/09x0r"
--OqV2-d2E4, 280.000, 290.000, "/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
--OsVDTBGjs, 50.000, 60.000, "/m/09x0r,/t/dd00125"
--OubF6VAUc, 30.000, 40.000, "/m/09x0r"
--OvBElfbmg, 30.000, 40.000, "/m/04rlf,/t/dd00003"
--P4wuph3Mc, 0.000, 8.000, "/m/012f08,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00134"
--PDHCD2XDw, 30.000, 40.000, "/m/07yv9"
--PG66A3lo4, 80.000, 90.000, "/m/032s66,/m/04zjc"
--PLvH-OZRI, 30.000, 40.000, "/m/04rlf,/m/0ggx5q,/t/dd00035"
--PMnfMhn1A, 30.000, 40.000, "/m/03qtwd,/t/dd00128"
--PR7JgHw3Q, 15.000, 25.000, "/m/09x0r"
--PRou09IEg, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--PVtGGYpKY, 30.000, 40.000, "/m/02rtxlg,/m/09x0r"
--PXNklGetI, 30.000, 40.000, "/m/09x0r"
--PYBsJw4l0, 140.000, 150.000, "/m/01g50p,/m/06d_3,/m/07jdr,/m/07yv9"
--PZxS12G3A, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--Pdds1vgbM, 0.000, 10.000, "/g/122z_qxw"
--PfLHBd7WE, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--PmxBKSsvE, 260.000, 270.000, "/m/0jbk"
--PpjbpSCe8, 30.000, 40.000, "/m/04rlf,/m/06bz3,/m/09x0r"
--Pw57wOjV4, 30.000, 40.000, "/m/04rlf"
--PzwjYFxyg, 30.000, 40.000, "/m/09x0r"
--Q00QVesIM, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--Q8IXkazmI, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--Q8wkZvDZE, 150.000, 160.000, "/m/02rtxlg,/m/09x0r"
--QBJ3MyW_w, 420.000, 430.000, "/m/03_d0,/m/04rlf,/m/04szw"
--QEto0_blA, 30.000, 40.000, "/m/0326g,/m/04rlf"
--QWWspsVWw, 30.000, 40.000, "/m/09x0r"
--QatB0N9ZE, 70.000, 80.000, "/m/01sm1g"
--Qdhju7Dl0, 310.000, 320.000, "/m/04rlf,/m/07s72n"
--QfX3up3-U, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--Qke2s6wMI, 30.000, 40.000, "/m/04rlf,/m/0l14gg"
--QsRiwg-cs, 30.000, 40.000, "/m/04rlf,/m/04szw,/m/09x0r"
--Qt1K8AtbI, 170.000, 180.000, "/m/026t6,/m/02hnl,/m/0342h,/m/04rlf,/m/04szw"
--QvRbvnbUE, 30.000, 40.000, "/m/07yv9,/m/09x0r,/m/0k4j"
--QzMJhHCN0, 30.000, 40.000, "/m/09x0r"
--R1wASZ0p4, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--R7bBR7hE4, 30.000, 40.000, "/m/026t6,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y"
--R8glN5Dik, 30.000, 40.000, "/m/04rlf"
--RBMCFsQrs, 30.000, 40.000, "/m/04rlf"
--RBwc_VFYA, 30.000, 40.000, "/m/06mb1,/m/07r10fb"
--RFHZELSb0, 30.000, 40.000, "/m/04rlf"
--RI2AIveCU, 30.000, 40.000, "/m/04rlf,/m/0l14gg"
--RPgmJrL3s, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--RPp07u89o, 30.000, 40.000, "/m/09x0r"
--RQDl4e9-U, 30.000, 40.000, "/m/02v2lh,/m/04rlf"
--RQX1QDoOI, 340.000, 350.000, "/m/07qcx4z,/m/09x0r"
--RUN-bi8ME, 30.000, 40.000, "/m/04rlf"
--RV407O3uc, 120.000, 130.000, "/m/01m4t,/m/09x0r"
--RczyBgdWQ, 30.000, 40.000, "/m/09x0r"
--RfFvz-qaU, 18.000, 28.000, "/m/09x0r"
--RgmM7N2EU, 0.000, 10.000, "/m/04rlf,/m/06cqb"
--RlTnxvLVo, 30.000, 40.000, "/m/09x0r"
--RnyTDcwYA, 30.000, 40.000, "/m/04rlf"
--RoKIxpRoI, 30.000, 40.000, "/m/09x0r"
--Roc3Sl--A, 30.000, 40.000, "/m/04rlf,/m/07rwj3x"
--RuMpNXawk, 320.000, 330.000, "/m/09x0r,/t/dd00125"
--RwPo55q8I, 30.000, 40.000, "/m/09x0r"
--RyKAReM6M, 0.000, 10.000, "/m/09x0r,/t/dd00125"
--S2EYGEwfE, 30.000, 40.000, "/m/02lkt,/m/04rlf,/m/07gxw"
--S5Qr9ABZU, 50.000, 60.000, "/m/09x0r,/t/dd00125"
--S8uRrPDow, 0.000, 10.000, "/m/07rqsjt"
--SCk_gHM4o, 100.000, 110.000, "/m/09x0r"
--SIZC12TNQ, 30.000, 40.000, "/m/04rlf"
--SM83Hs0js, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--SO6_PYKfE, 20.000, 30.000, "/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
--SPpS4-fdY, 30.000, 40.000, "/m/09x0r"
--SQyOb8eS0, 30.000, 40.000, "/m/03m5k,/m/04rlf"
--STuLJ8vL0, 400.000, 410.000, "/m/01d380,/m/07k1x,/m/0_ksk"
--SZZUjh8JA, 21.000, 31.000, "/m/04rlf,/m/09x0r"
--SeOZy3Yik, 30.000, 40.000, "/m/04rlf,/m/07yv9,/m/09x0r,/m/0k4j"
--SpiWPyYVQ, 30.000, 40.000, "/m/04rlf"
--Ss30H07wE, 30.000, 40.000, "/m/09x0r"
--SxO13yCJA, 30.000, 40.000, "/m/09x0r"
--T-ZoYbrzU, 60.000, 70.000, "/m/03qjg,/m/04rlf,/m/04szw"
--T2SvK4ec0, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--T2iNYHbfk, 30.000, 40.000, "/m/04rlf"
--T503qXmwY, 30.000, 40.000, "/m/04rlf"
--T6Wa3Psdg, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--TATKBg96s, 11.000, 21.000, "/m/09x0r"
--TCCK6kbN0, 21.000, 31.000, "/m/04rlf,/m/068hy,/m/09x0r"
--TCVzshuQk, 120.000, 130.000, "/m/04rlf,/m/09x0r,/t/dd00129"
--TMSkhsF-U, 30.000, 40.000, "/m/09x0r"
--TRw86eisc, 30.000, 40.000, "/m/09x0r"
--TV6Zx_Syg, 30.000, 40.000, "/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y"
--TVIL5GVrw, 30.000, 40.000, "/m/06bz3"
--TWknD9FT4, 30.000, 40.000, "/m/04rlf,/m/0c1dj"
--T_CzpB6U8, 30.000, 40.000, "/m/04rlf"
--Td9vUPEwY, 30.000, 40.000, "/m/01z7dr,/m/04rlf"
--TgFQrX5kg, 150.000, 160.000, "/m/02cjck,/m/04rlf"
--TrTXchjMo, 140.000, 150.000, "/m/04rlf,/t/dd00125"
--TtTboAH10, 40.000, 50.000, "/m/04rlf,/m/09x0r"
--U21ZpqhcI, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
--U3P5UszqE, 30.000, 40.000, "/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y"
--U4YZxuFEg, 30.000, 40.000, "/m/04rlf"
--UCa4R4bO4, 220.000, 230.000, "/m/04rlf,/m/07s72n"
--UIjwiMPaU, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--UK6Ij6fvg, 30.000, 40.000, "/m/04rlf,/m/0l14jd,/t/dd00003,/t/dd00004"
--UO9BIS-R0, 30.000, 40.000, "/m/07yv9"
--USeebCaWE, 30.000, 40.000, "/m/025td0t,/m/04rlf"
--UZtAZZ900, 30.000, 40.000, "/m/02sgy,/m/0342h,/m/04rlf,/m/04szw"
--UhdtBX6Yk, 21.000, 31.000, "/m/09x0r"
--UkTx3wnes, 30.000, 40.000, "/m/09x0r"
--Uxlirgbc8, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--V61qGmakk, 15.000, 25.000, "/m/07r_k2n,/m/09x0r"
--V6uib5ULo, 30.000, 40.000, "/m/04rlf"
--V9KO_QLxk, 30.000, 40.000, "/m/07qjznl"
--VD0fuRvz0, 30.000, 40.000, "/m/09x0r"
--VRXIWOzIs, 30.000, 40.000, "/m/04rlf"
--VeqKi0cAg, 190.000, 200.000, "/m/02zsn,/m/09x0r"
--VpFX2Pqns, 30.000, 40.000, "/m/04rlf"
--VssnnoKuE, 190.000, 200.000, "/m/04rlf,/m/09x0r,/t/dd00127"
--W35sZ0nsQ, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--W3ksWzMBg, 30.000, 40.000, "/m/09x0r"
--W7RDH4xPc, 30.000, 40.000, "/m/026t6,/m/04rlf,/m/04szw"
--WDcV2eTXE, 30.000, 40.000, "/m/04rlf,/m/0l14gg"
--WExsvIKa4, 30.000, 40.000, "/m/03r5q_,/m/04rlf"
--WKuD_46Fk, 270.000, 280.000, "/m/04rlf,/m/04szw,/m/0mkg"
--WKv2SmvO8, 20.000, 30.000, "/m/025td0t,/m/04rlf,/m/0l14gg,/t/dd00037"
--WL5SeipJ0, 0.000, 10.000, "/m/03dnzn,/m/09x0r"
--WM3FMa3i4, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--WMXeElXSw, 0.000, 10.000, "/m/07pb8fc,/m/07yv9,/m/09x0r"
--WST5cj7pg, 30.000, 40.000, "/m/04rlf"
--WftAg8r5w, 30.000, 40.000, "/m/09x0r"
--Wk7EH-9Mg, 350.000, 360.000, "/m/09x0r"
--WuD7mMkUk, 27.000, 37.000, "/m/09x0r"
--WxkTqhw_A, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--WxoinaQzk, 30.000, 40.000, "/m/02x8m,/m/04rlf,/m/064t9"
--X-C9UO_60, 30.000, 40.000, "/m/04rlf"
--XCU7-WJ-Y, 30.000, 40.000, "/m/04rlf"
--XCrxv9u8M, 80.000, 90.000, "/m/01p970,/m/026t6,/m/0l14md"
--XIlVzr03k, 30.000, 40.000, "/m/09x0r"
--XUo3OObrY, 30.000, 40.000, "/m/09x0r"
--XeYNcIip4, 30.000, 40.000, "/m/09x0r"
--XgWN-QhiQ, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--XiinRRVxY, 30.000, 40.000, "/m/07yv9,/m/09x0r"
--Xj0UxIiOE, 10.000, 20.000, "/m/09x0r,/m/0jbk"
--XkkKYR6Jw, 30.000, 40.000, "/m/04rlf"
--Xn_Zfv9sQ, 29.000, 39.000, "/m/07yv9"
--XqEd_LG7g, 30.000, 40.000, "/m/09x0r"
--XssRaEbx0, 30.000, 40.000, "/m/03mb9,/m/04rlf,/m/0l14gg"
--Xxv0qcnxY, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--Y2pJiCe9E, 30.000, 40.000, "/m/09x0r"
--Y5xzGB0GY, 30.000, 40.000, "/m/04rlf,/m/09x0r,/m/0j6m2"
--Y72SFAlek, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r,/m/0brhx"
--Y7iaDD3is, 30.000, 40.000, "/m/04rlf"
--YA4x9Lv_4, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--YHiqnNFHs, 30.000, 40.000, "/m/09x0r"
--YMMX6AKUc, 300.000, 310.000, "/m/09x0r,/t/dd00127"
--YRS01U61w, 30.000, 40.000, "/m/04rlf,/m/0l14jd"
--YTbpJaCWU, 4.000, 14.000, "/m/09x0r"
--YiYKw6cNY, 11.000, 21.000, "/m/04rlf,/m/09x0r"
--YiwOrObMM, 60.000, 70.000, "/m/015p6,/m/09ddx"
--YnnCmwmFA, 6.000, 16.000, "/m/04rlf"
--Ys9uQi0Ls, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--Z0zBrXRnU, 0.000, 10.000, "/m/04rlf,/m/08cyft"
--Z3ciOmwZQ, 8.000, 18.000, "/m/07swgks"
--Z4X0SQxBc, 290.000, 300.000, "/m/028ght"
--ZFTeUMr0I, 30.000, 40.000, "/m/04rlf"
--ZHUMfueO0, 30.000, 40.000, "/m/04rlf,/t/dd00004"
--ZIsExJ9SE, 30.000, 40.000, "/m/09x0r"
--ZOZtaDqP4, 0.000, 10.000, "/m/04rlf,/m/07c52"
--ZTpSA5PG4, 30.000, 40.000, "/m/09x0r"
--ZXA7WY_HM, 6.000, 16.000, "/m/04rlf"
--ZXVvvzZY4, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--ZcZ1ntT8Y, 30.000, 40.000, "/m/04rlf"
--ZiFgYwEYk, 30.000, 40.000, "/m/04rlf"
--ZkrQ3RblM, 30.000, 40.000, "/m/09x0r,/t/dd00127"
--Zn4ViKWcw, 30.000, 40.000, "/m/09x0r"
--Zovf8iKoA, 30.000, 40.000, "/m/09x0r"
--Zz7BgxSUg, 30.000, 40.000, "/m/012f08,/m/07yv9,/m/0k4j"
--_5esUcUAk, 260.000, 270.000, "/m/04rlf"
--_7xyWVhjo, 30.000, 40.000, "/m/04rlf"
--_8_glJGx0, 30.000, 40.000, "/m/09x0r"
--_CyXnrDW0, 30.000, 40.000, "/m/04rlf,/m/04szw,/m/05148p4,/m/05r5c"
--_I1VKccXM, 30.000, 40.000, "/m/09x0r"
--_K9nQrmDU, 30.000, 40.000, "/m/04rlf,/t/dd00005"
--_T5Fmpg4w, 30.000, 40.000, "/m/04rlf"
--_VuZzBX74, 190.000, 200.000, "/m/02lkt,/m/04rlf,/t/dd00128"
--_bMe72284, 30.000, 40.000, "/m/04rlf"
--_fXd2_kww, 30.000, 40.000, "/m/04rlf"
--_hTIZIbWs, 30.000, 40.000, "/m/04rlf"
--_i_szG7jQ, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--_njULbOnQ, 30.000, 40.000, "/m/01z7dr,/m/04rlf,/m/0l14gg"
--_sFIChzkc, 30.000, 40.000, "/m/09x0r"
--a6teapTKA, 30.000, 40.000, "/m/04rlf"
--a6yUi9a4g, 30.000, 40.000, "/m/09x0r"
--aGmJtgFPs, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--aHJAaE4O4, 30.000, 40.000, "/m/09x0r"
--aKiwhklrs, 30.000, 40.000, "/m/09x0r"
--aLzScChzY, 0.000, 10.000, "/m/09x0r,/m/0brhx"
--aMA031JEU, 30.000, 40.000, "/m/09x0r"
--aSI8aJ678, 30.000, 40.000, "/m/04rlf"
--aVt0_KbIs, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00066"
--adnaQtv1I, 30.000, 40.000, "/m/04rlf"
--ae-Nv6XIU, 30.000, 40.000, "/t/dd00004"
--ahHsLBT7I, 110.000, 120.000, "/m/03m9d0z,/t/dd00092"
--ajzZwHQn8, 21.000, 31.000, "/m/04rlf,/m/07bjf,/m/09x0r"
--aqN60ihj0, 70.000, 80.000, "/m/04rlf,/m/0m0jc"
--aydvc4qiQ, 30.000, 40.000, "/m/04rlf"
--b7wxwT3qc, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--bD1DVKlzQ, 30.000, 40.000, "/m/04rlf,/m/07r04,/m/07yv9"
--bELhKIIM4, 30.000, 40.000, "/m/09x0r"
--bFtX_xZ8w, 20.000, 30.000, "/m/09x0r,/t/dd00125"
--bJLzZpQdU, 270.000, 280.000, "/m/02cz_7"
--bLopvSVBo, 19.000, 29.000, "/m/04rlf,/m/09x0r"
--bMrwySyI8, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
--bPD3OLPXw, 90.000, 100.000, "/m/04rlf,/m/064t9"
--bSurT-1Ak, 30.000, 40.000, "/m/025td0t,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y"
--bXbHsESvc, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--bdhWF_Gbc, 50.000, 60.000, "/m/09x0r,/t/dd00129"
--bnHanzmEY, 30.000, 40.000, "/m/09x0r"
--bvmgIdDC8, 30.000, 40.000, "/m/04rlf,/t/dd00004"
--byNAHo7tQ, 0.000, 10.000, "/m/07yv9,/m/09x0r,/m/0ltv"
--c-YSTj5d0, 30.000, 40.000, "/m/04rlf,/m/0l14gg,/t/dd00035"
--c6cs-A1Jk, 30.000, 40.000, "/m/09x0r"
--c8f9Yjgyw, 30.000, 40.000, "/m/04rlf"
--c9nMZhlLc, 30.000, 40.000, "/m/04rlf"
--cLRf9ehAM, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--cNmbYhgfA, 220.000, 230.000, "/m/09x0r"
--cUyllMcwM, 170.000, 180.000, "/m/03lty,/m/04rlf"
--cXIWu1Xec, 9.000, 19.000, "/m/09x0r"
--cZcXJ2gYg, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--c_6ud5MCc, 30.000, 40.000, "/m/04rlf"
--copazIJ50, 30.000, 40.000, "/m/04rlf,/m/05pd6"
--cqb2IonwU, 30.000, 40.000, "/m/04rlf"
--d2Z5qR4qQ, 30.000, 40.000, "/m/02sgy,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y"
--d5g-Ic6_U, 30.000, 40.000, "/m/09x0r"
--dC95DjQZU, 30.000, 40.000, "/m/09x0r"
--dCRcLsSGw, 26.000, 36.000, "/g/122z_qxw,/m/04rlf"
--dEjKJZWHI, 10.000, 20.000, "/m/04rlf,/t/dd00033"
--dIueuH7NU, 30.000, 40.000, "/m/09x0r"
--dMUrmpeqc, 30.000, 40.000, "/m/04rlf,/t/dd00003"
--dPvya4fWk, 30.000, 40.000, "/m/04rlf,/m/07yv9,/m/09ct_"
--dTDuvfHFQ, 30.000, 40.000, "/m/07rrh0c"
--dXJRuJVv0, 30.000, 40.000, "/m/09x0r"
--dg65hD-4I, 30.000, 40.000, "/m/09x0r"
--diQGtdz9Q, 30.000, 40.000, "/m/07pbtc8,/m/09x0r"
--dj5S721W0, 30.000, 40.000, "/m/04rlf"
--djLRDZsJI, 40.000, 50.000, "/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00126"
--dlUg_HtxE, 50.000, 60.000, "/m/09x0r,/m/0jbk"
--dr8rXrv8k, 23.000, 33.000, "/m/01yrx,/m/02yds9,/m/068hy,/m/09x0r,/m/0jbk"
--dsyHF16_w, 70.000, 80.000, "/m/015lz1,/m/04rlf,/t/dd00126"
--du6cuRWZs, 170.000, 180.000, "/m/04rlf,/t/dd00128"
--e0Vu_ruTc, 30.000, 40.000, "/m/07yv9,/m/09x0r,/m/0k4j"
--e3olWPSr4, 30.000, 40.000, "/m/04rlf,/m/06j64v"
--e4IF4CURg, 30.000, 40.000, "/m/09x0r"
--eAUZ9r0r8, 140.000, 150.000, "/m/04rlf,/m/06j6l"
--eCB5q3Gts, 30.000, 40.000, "/m/09x0r"
--eKheO4ZAw, 360.000, 370.000, "/t/dd00125"
--eRiJdveBI, 10.000, 20.000, "/m/04rlf,/m/0ggx5q"
--eWXk8if7g, 10.000, 20.000, "/m/06_y0by,/m/09x0r,/t/dd00129"
--efdoGyr8M, 30.000, 40.000, "/m/03q5t,/m/04rlf"
--epBWzD8ls, 30.000, 40.000, "/m/09x0r"
--es9aNNlo4, 22.000, 32.000, "/m/07swgks"
--euLrzIU2Q, 220.000, 230.000, "/m/0342h,/m/04rlf,/m/04rzd,/m/04szw"
--f2vMYT5NM, 20.000, 30.000, "/m/015lz1,/m/04rlf"
--f34zEIh8U, 18.000, 28.000, "/m/04rlf,/m/09x0r"
--f4Zx92FcY, 30.000, 40.000, "/m/02qldy,/m/05zppz,/m/09x0r"
--fCRYqoz9k, 230.000, 240.000, "/m/01kcd,/m/04rlf,/m/07c6l"
--fG9gtFqJ0, 30.000, 40.000, "/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/0fx80y"
--fPxdB265s, 1.000, 11.000, "/m/09x0r"
--fQ7js9aaY, 30.000, 40.000, "/m/04rlf,/m/09x0r,/m/0ytgt"
--fUySwV0ko, 11.000, 21.000, "/m/04rlf,/m/09x0r"
--flkylcYNo, 30.000, 40.000, "/m/03r5q_,/m/04rlf"
--fon4QNsLU, 20.000, 30.000, "/m/09x0r"
--frkCAdQhk, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--fv5B8LSOA, 140.000, 150.000, "/m/04rlf,/m/06j6l"
--fxJCH7yXA, 6.000, 16.000, "/m/09x0r"
--g-eflGDGI, 30.000, 40.000, "/m/09x0r"
--g1ve1CCnM, 20.000, 30.000, "/m/02bk07"
--gBhq0I_uE, 9.000, 19.000, "/m/04rlf,/m/09x0r"
--gBmBTHKD0, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--gFBHbjY8Y, 30.000, 40.000, "/m/09x0r"
--gFv0D-Wvo, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--gKFPTiDcg, 30.000, 40.000, "/m/09x0r"
--gKfbzT1VY, 20.000, 30.000, "/m/012ndj,/m/03j1ly,/m/07r04,/m/07yv9,/t/dd00128"
--gQjqE7750, 30.000, 40.000, "/m/09x0r"
--gS2PeWuuc, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--gZDBovgdI, 110.000, 120.000, "/m/04rlf,/m/0l14qv"
--g_din91F8, 30.000, 40.000, "/m/04rlf"
--gdBqOKKV0, 450.000, 460.000, "/m/09x0r,/t/dd00125"
--glFBwA0E8, 29.000, 39.000, "/m/04rlf"
--goyxLIhTc, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--gpuKBlczQ, 30.000, 40.000, "/m/09x0r"
--gtp8Djpu8, 30.000, 40.000, "/m/04rlf"
--h92EPiWh8, 0.000, 9.000, "/m/09x0r"
--hPgoVWQNI, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--hS-CvxCNQ, 420.000, 430.000, "/m/01g50p,/m/06d_3,/m/07jdr,/m/07yv9"
--hYWyUh_BY, 30.000, 40.000, "/m/04rlf,/m/07k1x,/m/09x0r"
--hYfp5_le8, 30.000, 40.000, "/m/09x0r"
--h_Nif7ov4, 30.000, 40.000, "/m/09x0r"
--h_ssPERp0, 30.000, 40.000, "/m/09x0r"
--hjjD-ANK0, 24.000, 34.000, "/m/0838f"
--hoNP1_Usw, 30.000, 40.000, "/m/04rlf,/m/0l14gg"
--hpdFXotM0, 7.000, 17.000, "/m/04rlf,/m/064t9,/m/0l14gg"
--hq8wmLHHQ, 30.000, 40.000, "/m/03k3r,/m/04rlf,/m/07q5rw0,/m/07rv9rh,/m/0jbk"
--hv3KZBMrw, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--hvhVKE01I, 30.000, 40.000, "/m/09x0r"
--i-e_0iJCI, 30.000, 40.000, "/m/04rlf,/m/09x0r"
--i5ZQVaTGE, 30.000, 40.000, "/m/02lkt,/m/04rlf,/m/07s72n"
--i6cmnFkE0, 30.000, 40.000, "/m/04rlf"
--iFD6IyQW8, 30.000, 40.000, "/m/0k4j"
--iIcadFu9c, 10.000, 20.000, "/m/04rlf,/m/06cqb,/m/09x0r"
--iPg0YP4dk, 30.000, 40.000, "/m/01z7dr,/m/04rlf"
--iQZuCF9wY, 30.000, 40.000, "/m/04rlf,/m/06j6l"
--iSerV5DbY, 120.000, 130.000, "/m/03wvsk"
--iSl6d_EAM, 50.000, 60.000, "/m/03qjg,/m/04rlf,/m/09x0r"
--iXRnZ3txQ, 29.000, 39.000, "/m/04rlf"
--iY3Bf4hDg, 30.000, 40.000, "/m/04rlf,/m/04szw,/m/07y_7"
